truth_label,test_index,method,truth_u,truth_covariance,u_posterior_mean,covariance_posterior_mean,covariance_error,covariance_posterior_sd,covariance_q05,covariance_q95,covariance_covers90,extremal_ise
low,52,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2822902375008419,0.3151376882633426,0.26843488607378685]","[245.9392226374465,-5.890316568744816,143.23967145616547]","[11.875145061105712,4.162055858569468,13.13552681342236]","[23.0363134301026,11.696268387097884,14.517372578132338]","[211.59804398252322,-24.313926669133263,121.2362555714339]","[287.690104423272,14.03905912559082,167.74714640205414]","[true,true,true]",0.0001360528835297005
low,53,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.18756313040833658,0.21779184880933375,0.2549151169251104]","[214.67013146975617,-8.199763388793151,124.65036000938194]","[-19.39394610658462,1.8526090385211322,-5.453784633361167]","[9.410808912383008,13.695851055853757,8.819867547108613]","[204.26952596901296,-26.63702580174182,114.27862947740343]","[232.93792883500342,17.69021578888832,139.22401654023122]","[false,true,true]",0.0001250585084419855
low,54,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.3156710429672471,0.21286680010774423,0.19187523222010072]","[257.6051362388005,-24.63172891238098,123.7318643710502]","[23.541058662459733,-14.579356485066695,-6.372280271692915]","[22.815024989070828,7.132733177704298,7.504118254776023]","[221.78546510934382,-34.543928466836896,114.11584786989026]","[296.86154037527484,-11.761213837915404,137.4150256767869]","[true,false,true]",0.00014900336390372265
low,55,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.21137808473277392,0.32650012759857305,0.2178176989470971]","[222.12221031403965,-18.222966896158464,145.42872751103292]","[-11.941867262301145,-8.17059446884418,15.32458286828981]","[13.167491906590303,10.345074518532163,13.608642261351568]","[205.3144649454705,-32.64899363554857,125.58324249336438]","[247.0305412231574,0.22191113534675902,169.25476805274036]","[true,true,true]",0.00012347084505760019
low,56,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2935554977352709,0.26252961117517165,0.2916247231627255]","[249.79202957752833,0.20287769448665974,132.88995565243542]","[15.727952001187532,10.255250121800943,2.78581100969231]","[22.706871104179477,11.020573839777175,11.607289893490263]","[215.5980003995524,-16.603026640738822,116.56572177300593]","[289.9620026311723,18.66235521169833,153.65830425092486]","[true,true,true]",8.55470070275906e-05
low,57,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.3297419052307002,0.26543816220535565,0.29554750873580526]","[263.0095558560461,1.168918271705709,133.47886725700562]","[28.945478279705327,11.221290699019992,3.3747226142625095]","[26.372690695990986,11.548684788987783,12.22636491560631]","[222.68788695954348,-17.266563394247832,116.40037554412116]","[309.22737576016465,20.6034250951038,154.2273229882643]","[true,true,true]",0.0001815041605023719
low,58,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2781136834795068,0.2806834840169066,0.3603592421559988]","[244.26847075161905,17.65245532151101,136.34866750406042]","[10.204393175278256,27.704827748825295,6.244522861317307]","[20.059648132874504,11.92631474704206,12.318730419766895]","[213.611702482032,-1.1776264766285365,118.48134897971977]","[280.04308599715125,37.89130750266262,157.50413877809447]","[true,false,true]",0.0003332870420554418
low,59,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2679725217908288,0.33303887284196837,0.2707007655258093]","[240.9577157962437,-5.302121239721329,146.95267471911268]","[6.893638219902897,4.750251187592955,16.84853007636957]","[21.470986871823783,12.098127156438807,15.67754670181185]","[209.93016156071158,-24.20947572834965,123.2744592619119]","[279.7604467247847,15.28950803639782,173.46617426102904]","[true,true,true]",0.00017155617104132497
low,60,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2434955835559721,0.2869580382811009,0.2707174918033311]","[232.72148616561262,-5.028813360500578,137.6119105486918]","[-1.3425914107281756,5.023559066813705,7.507765905948702]","[19.448597127230165,11.165546844802241,13.156620259997249]","[206.75604502261677,-22.553327072360947,118.70884890704194]","[267.99466977518716,14.392399917098931,159.68781050920225]","[true,true,true]",3.511879860506098e-05
low,61,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2559481209008957,0.258665543300391,0.23375221494564927]","[236.73984092855054,-13.96610533994465,132.12436096180068]","[2.675763352209742,-3.9137329126303673,2.0202163190575675]","[18.674488822679642,12.316723866735229,10.884015258987713]","[209.86047081001644,-31.302087990057316,116.70182233764655]","[270.843832004102,8.034365918918537,151.82598480069532]","[true,true,true]",7.107546363956351e-06
low,62,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.3513658480400034,0.2669557786430648,0.22165430016085874]","[271.07966552613004,-18.379210879901983,133.70590443414835]","[37.01558794978925,-8.3268384525877,3.601759791405243]","[26.98820383386863,9.505963875483866,11.477184230390998]","[229.92115609610443,-32.86507728629536,117.12738359298984]","[318.05500445087506,-1.8146643717109345,153.27999096895505]","[true,true,true]",0.00020565070387814366
low,63,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2467305040163757,0.3693461958861224,0.19926431131879924]","[233.75458929224905,-24.192085267288203,154.4738411498638]","[-0.3094882840917421,-14.13971283997392,24.369696507120693]","[19.20055424640374,8.815992233240294,14.951762635347396]","[207.63702560852036,-35.958466207032465,131.9911877263235]","[269.8669842693642,-8.295542740014383,179.7826149331358]","[true,true,false]",0.0003103838781849252
low,64,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2420728526269329,0.2638136764129894,0.24541437297043275]","[232.1872570841439,-11.129636402113752,133.14094332149764]","[-1.8768204921968845,-1.0772639747994681,3.0367986787545362]","[18.446058336364754,10.894167364987961,11.879319744177439]","[207.16078636553505,-27.600319668362676,116.73026430920827]","[266.0644920775654,8.088151831478173,153.41791667751485]","[true,true,true]",3.698433767618245e-06
low,65,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.24999144636634665,0.28119814103302176,0.2663323342151948]","[234.63770856209652,-6.102760488060312,136.35893777100543]","[0.5736309857557274,3.9496119392539715,6.254793128262321]","[16.63777412696205,9.333304846274086,11.180740143614827]","[210.20731657986934,-20.278397782344594,119.95397578703168]","[264.166431273157,10.2940333036766,156.20220699274822]","[true,true,true]",2.5785160035863835e-05
low,66,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2546057232716882,0.3014903173222065,0.250033866169972]","[236.4359841674366,-10.38978109574326,140.4631499438191]","[2.371906591095808,-0.3374086684289761,10.359005301075996]","[20.500854184990512,10.83432860767995,13.504425267785058]","[207.89744704993254,-27.05767263434412,119.73176190078328]","[273.86610505055484,8.092798928815606,164.0324263987628]","[true,true,true]",5.2434996328534743e-05
low,67,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.30197796716915926,0.2910968405555601,0.26480156554427]","[252.86334811630337,-6.852975120386307,138.43976069141058]","[18.799270539962578,3.1993973069279766,8.335616048667475]","[24.13385840747337,11.377138124998599,13.490649108568904]","[215.4715685598895,-25.003480726416253,118.58725709706904]","[296.37933923029465,12.220637041821092,161.13578480595584]","[true,true,true]",0.00011050568082908835
low,68,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.36514173136001304,0.3492586570886153,0.23077830640213082]","[276.42396167009997,-17.121851048173077,150.24684142581654]","[42.35988409375918,-7.069478620858794,20.142696783073433]","[28.148416710353416,11.221866945452602,15.16382132119571]","[232.33311400092552,-34.60638792845678,127.48636382585312]","[323.9332702153008,1.8332967756951781,176.530635559599]","[true,true,true]",0.0005664400329832877
low,69,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2455254188448509,0.36815105718938695,0.2547282606237722]","[233.38003438712744,-9.564613623887807,154.36133113528592]","[-0.6840431892133552,0.4877588034264768,24.257186492542814]","[19.422241836607515,11.305403814485334,16.410259021996676]","[207.15979187707413,-27.579153902579435,128.9075379012988]","[270.0409419644534,9.988176012764454,182.28997612082597]","[true,true,true]",0.0002700311321844335
low,70,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2676688724732203,0.44325353787966104,0.30583736635208086]","[240.72007038147282,4.194157330237961,171.39074616014915]","[6.65599280513203,14.246529757552246,41.28660151740604]","[19.781488407615964,12.357318420363478,17.27265175624145]","[211.1060755907698,-15.839611772788322,144.59620845967657]","[275.68012394889087,24.682943246545545,201.36719860408]","[true,true,false]",0.0008949598910978461
low,71,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2541451744347961,0.2838978284531096,0.30617000305518566]","[236.11469291048823,3.8721934014377237,136.97502413211362]","[2.0506153341474374,13.924565828752007,6.870879489370509]","[18.29967293597108,11.776539071963544,12.536494990213106]","[209.74117524829933,-14.51930052736882,118.98407997060353]","[269.74023912470136,24.268296495438193,158.53894630751873]","[true,true,true]",0.00010218466105466009
low,72,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.23510918278822032,0.32856369150089504,0.2104187543913761]","[229.8679704842844,-20.529108312899332,145.8880429383374]","[-4.196107092056394,-10.476735885585049,15.783898295594298]","[17.357815490955062,9.209094006890766,13.962631507441868]","[206.58952609266936,-33.643245871238726,124.0816223556949]","[261.8875414200469,-3.980941921422979,170.04389046913872]","[true,true,true]",0.00013641427905654473
low,73,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.34493187188943775,0.2543775065364474,0.284701100988509]","[268.63771836742075,-1.6380672246966552,131.36416171800425]","[34.57364079107995,8.414305202617628,1.2600170752611461]","[26.65909665397218,11.34854587361936,11.220331226047522]","[227.7100498347102,-20.0198085606175,115.80318557752337]","[315.15616772315684,17.38726221769718,151.52260403508737]","[true,true,true]",0.00019088291040588403
low,74,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.27896889311915907,0.2922510289658411,0.2311169272101623]","[244.6833971190362,-15.348923004402288,138.59423996038498]","[10.619319542695393,-5.296550577088004,8.490095317641874]","[21.615051715329763,10.182948065986238,12.677503473307011]","[211.99063493977388,-30.754794572039764,119.45544409907484]","[283.22999995201826,2.0897804058055445,160.4497654524457]","[true,true,true]",6.466548288586593e-05
low,75,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2626164222283101,0.26847879340550046,0.26200521626992934]","[239.0745139833274,-7.216494601013351,134.02222326209366]","[5.010436406986599,2.8358778263009325,3.9180786193505526]","[20.30167653052373,10.459351728270706,11.96889137226584]","[209.80509323461894,-23.28917034107025,116.8847577026988]","[275.6283522497191,10.441523720551391,154.5885840025911]","[true,true,true]",1.5042513691149531e-05
low,76,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.33742606511465634,0.3907933678155205,0.25828176117724627]","[266.0826761796255,-9.383921852283217,159.36873072373623]","[32.01859860328469,0.6684505750310663,29.264586080993126]","[29.029470039511672,12.371468093783776,17.238607013102044]","[223.3757987268805,-29.594963042265125,133.0045302663952]","[317.71407625696526,11.481048990146244,188.5652332298101]","[true,true,false]",0.0006994637966907337
low,77,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2547395507793304,0.29395885214448264,0.26542519670718495]","[236.4277208375295,-6.420131035295093,138.96385298591755]","[2.363643261188713,3.632241392019191,8.859708343174447]","[19.824775589836175,11.513221319884783,13.079763133033522]","[208.3179296790996,-24.488935753434074,119.33980774784557]","[271.2666778903632,14.03062269207617,162.23874975104343]","[true,true,true]",4.571956913034178e-05
low,78,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.30705139638359913,0.26380797870250117,0.22845758511946956]","[254.66395092163506,-16.03517780284022,133.10134232661994]","[20.59987334529427,-5.9828053755259365,2.997197683876834]","[24.321355034434035,9.424128366371583,11.196837727556124]","[217.92278344664948,-30.7480995410883,116.7112889303253]","[297.71138861688263,-0.11404670703219413,153.03263182111152]","[true,true,true]",7.161163668451838e-05
low,79,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.33439555388355025,0.3447868037885225,0.19746909964532047]","[264.46554849941487,-25.851231714324342,149.17049831523437]","[30.401470923074072,-15.798859287010059,19.06635367249126]","[23.60446223707106,8.488887267294357,13.496233479384944]","[227.56454519668412,-37.96173830676427,127.97849161387056]","[305.16406769755037,-10.488796563236276,172.14991986504373]","[true,false,true]",0.0004252053014881976
low,80,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2494535990341055,0.2836948358498307,0.25331874445916425]","[234.61714536340503,-9.329360214686501,136.93899590604477]","[0.5530677870642364,0.7230122126277827,6.834851263301658]","[18.836232567524583,11.522417548386624,12.519917949348704]","[208.20014340317476,-27.22185171471805,118.82154731086057]","[268.6177668593836,10.70888767353838,159.35978767193262]","[true,true,true]",2.03278876970203e-05
low,81,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.21907319264947073,0.2909686573440818,0.22645126304321347]","[224.61653849840596,-15.792373731069581,138.3413458092181]","[-9.447539077934834,-5.740001303755298,8.23720116647499]","[14.798042972581667,10.917087274391548,12.646678586166779]","[205.383430815939,-31.451696199220322,119.88212261208396]","[252.0978142825715,3.618407723194458,160.70793280665853]","[true,true,true]",4.6459602544756186e-05
low,82,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.24192291400412322,0.29859495146252246,0.20139181269597517]","[232.14083807729602,-22.418982443934905,139.8614448402578]","[-1.9232394990447688,-12.366610016620621,9.757300197514695]","[18.485688918623648,8.80521508245763,13.200676597854788]","[207.21945053876362,-34.13957142930908,119.88500378675344]","[266.61505612070914,-6.527959870783677,161.93649761737308]","[true,true,true]",9.029141934493029e-05
low,83,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.3067059354970662,0.2866059234862609,0.20132320098396211]","[254.50098286418267,-23.35010181538232,137.51847485986914]","[20.43690528784188,-13.297729388068037,7.414330217126036]","[23.86880320455526,8.386100680158028,12.750927034474365]","[217.54311291687316,-35.20359999785286,118.38683573015825]","[296.97192851590125,-8.412511042112463,159.40253177856798]","[true,true,true]",0.00014162332024652855
low,84,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.2461365937319154,0.40567311238182635,0.24780127599617457]","[233.5578323355387,-11.756339149236036,162.6771432401289]","[-0.5062452408020874,-1.703966721921752,32.572998597385805]","[19.11741548812237,11.386176951889855,17.14909479099334]","[207.24150416525433,-29.770478075574974,136.38070680162483]","[268.58721734538983,7.495142357368578,191.5482076143627]","[true,true,false]",0.00047372126374555667
low,85,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.24502375383933805,0.266175666363381,0.2421564911822863]","[233.1620890841261,-11.890878073870622,133.56168058663545]","[-0.9019884922146844,-1.8385056465563387,3.4575359438923385]","[18.726227846422354,12.611671170836853,11.591759144370451]","[207.78626238627282,-30.308240178620668,117.26732068418893]","[267.59729998368334,9.926739783857638,154.1507397063154]","[true,true,true]",4.866374073216618e-06
low,86,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.45210342521101354,0.3221786428551629,0.23709671774444327]","[312.07652633606165,-15.958695433754169,144.61530389261574]","[78.01244875972085,-5.9063230064398855,14.511159249872634]","[30.26598188717893,12.051547853873327,14.214794993728251]","[264.1928082076826,-35.131698064617474,123.20323767870251]","[363.269943532951,4.320135117913207,168.22312143295315]","[false,true,true]",0.000995512705976263
low,87,Raw-data FSM,"[0.25,0.25,0.25]","[234.0640775763408,-10.052372427314284,130.1041446427431]","[0.3818021676522869,0.31641320873932166,0.23110668769113268]","[283.0365141341723,-16.833529529193797,143.4903881958245]","[48.972436557831514,-6.781157101879513,13.386243553081385]","[29.677189092346797,11.183802532181915,14.510154370081988]","[237.14496995373915,-34.26430908561975,121.90057608327642]","[334.2254003936109,2.36498592665779,167.93467647598237]","[false,true,true]",0.0004911948840179945
